Name,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SoTA,GA,Saves,Save%,CS,PSxG,PKatt,PKA,PKsv,PKm,Match Report,B/A Rule
Lloris,2018-03-03,Sat,Premier League,Matchweek 29,Home,W 2–0,Tottenham,Huddersfield,Y*,GK,90,3,0,3,100,1,0.5,0,0,0,0,Match Report,FALSE
Lloris,2018-03-07,Wed,Champions Lg,Round of 16,Home,L 1–2,eng Tottenham,it Juventus,Y*,GK,90,3,2,1,33.3,0,1.8,0,0,0,0,Match Report,FALSE
Lloris,2018-03-11,Sun,Premier League,Matchweek 30,Away,W 4–1,Tottenham,Bournemouth,Y*,GK,90,3,1,2,66.7,0,1.2,0,0,0,0,Match Report,FALSE
Lloris,2018-03-23,Fri,Friendlies (M),Friendlies (M),Home,L 2–3,fr France,co Colombia,Y*,GK,90,,3,,,0,,1,1,0,0,Match Report,FALSE
Lloris,2018-03-27,Tue,Friendlies (M),Friendlies (M),Away,W 3–1,fr France,ru Russia,Y*,GK,90,,1,,,0,,0,0,0,0,Match Report,FALSE
Lloris,2018-04-01,Sun,Premier League,Matchweek 32,Away,W 3–1,Tottenham,Chelsea,Y*,GK,90,4,1,3,75,0,1.8,0,0,0,0,Match Report,FALSE
Lloris,2018-04-07,Sat,Premier League,Matchweek 33,Away,W 2–1,Tottenham,Stoke City,Y*,GK,90,4,1,3,75,0,1.3,0,0,0,0,Match Report,FALSE
Lloris,2018-04-14,Sat,Premier League,Matchweek 34,Home,L 1–3,Tottenham,Manchester City,Y*,GK,90,6,3,3,66.7,0,2.5,1,1,0,0,Match Report,FALSE
Lloris,2018-04-17,Tue,Premier League,Matchweek 35,Away,D 1–1,Tottenham,Brighton,Y*,GK,90,5,1,4,100,0,1.3,1,1,0,0,Match Report,FALSE
Lloris,2018-04-30,Mon,Premier League,Matchweek 36,Home,W 2–0,Tottenham,Watford,Y*,GK,90,5,0,5,100,1,0.2,0,0,0,0,Match Report,FALSE
Lloris,2018-05-05,Sat,Premier League,Matchweek 37,Away,L 0–1,Tottenham,West Brom,Y*,GK,90,1,1,0,0,0,1,0,0,0,0,Match Report,FALSE
Lloris,2018-05-09,Wed,Premier League,Matchweek 31,Home,W 1–0,Tottenham,Newcastle Utd,Y*,GK,90,3,0,3,100,1,0.5,0,0,0,0,Match Report,FALSE
Lloris,2018-05-13,Sun,Premier League,Matchweek 38,Home,W 5–4,Tottenham,Leicester City,Y*,GK,90,9,4,5,55.6,0,1.9,0,0,0,0,Match Report,FALSE
Lloris,2018-06-01,Fri,Friendlies (M),Friendlies (M),Home,W 3–1,fr France,it Italy,Y*,GK,90,,1,,,0,,0,0,0,0,Match Report,FALSE
Lloris,2018-06-09,Sat,Friendlies (M),Friendlies (M),Home,D 1–1,fr France,us United States,Y*,GK,90,,1,,,0,,0,0,0,0,Match Report,FALSE
Lloris,2018-06-16,Sat,World Cup,Group stage,Neutral,W 2–1,fr France,au Australia,Y*,GK,90,1,1,0,100,0,1,1,1,0,0,Match Report,FALSE
Lloris,2018-06-21,Thu,World Cup,Group stage,Neutral,W 1–0,fr France,pe Peru,Y*,GK,90,2,0,2,100,1,0.1,0,0,0,0,Match Report,FALSE
Lloris,2018-06-30,Sat,World Cup,Round of 16,Neutral,W 4–3,fr France,ar Argentina,Y*,GK,90,4,3,1,25,0,1.4,0,0,0,0,Match Report,FALSE
Lloris,2019-08-10,Sat,Premier League,Matchweek 1,Home,W 3–1,Tottenham,Aston Villa,Y*,GK,90,4,1,3,75,0,1.1,0,0,0,0,Match Report,TRUE
Lloris,2019-08-17,Sat,Premier League,Matchweek 2,Away,D 2–2,Tottenham,Manchester City,Y*,GK,90,10,2,8,80,0,3.3,0,0,0,0,Match Report,TRUE
Lloris,2019-08-25,Sun,Premier League,Matchweek 3,Home,L 0–1,Tottenham,Newcastle Utd,Y*,GK,90,3,1,2,66.7,0,1.1,0,0,0,0,Match Report,TRUE
Lloris,2019-09-01,Sun,Premier League,Matchweek 4,Away,D 2–2,Tottenham,Arsenal,Y*,GK,90,8,2,6,75,0,2.6,0,0,0,0,Match Report,TRUE
Lloris,2019-09-07,Sat,UEFA Euro Qualifying,Group stage,Home,W 4–1,fr France,al Albania,Y*,GK,90,0,1,0,,0,,1,1,0,0,Match Report,TRUE
Lloris,2019-09-10,Tue,UEFA Euro Qualifying,Group stage,Home,W 3–0,fr France,ad Andorra,Y*,GK,90,0,0,0,,1,,0,0,0,0,Match Report,TRUE
Lloris,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 4–0,Tottenham,Crystal Palace,Y*,GK,90,6,0,6,100,1,0.5,0,0,0,0,Match Report,TRUE
Lloris,2019-09-18,Wed,Champions Lg,Group stage,Away,D 2–2,eng Tottenham,gr Olympiacos,Y*,GK,90,5,2,3,80,0,1.9,1,1,0,0,Match Report,TRUE
Lloris,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–1,Tottenham,Southampton,Y*,GK,90,6,1,5,83.3,0,2.2,0,0,0,0,Match Report,TRUE
Lloris,2019-10-01,Tue,Champions Lg,Group stage,Home,L 2–7,eng Tottenham,de Bayern Munich,Y*,GK,90,10,7,3,30,0,3.7,0,0,0,0,Match Report,TRUE
Lloris,2019-10-05,Sat,Premier League,Matchweek 8,Away,L 0–3,Tottenham,Brighton,Y*,GK,7,1,1,,0,,1,,,,,Match Report,TRUE
Lloris,2020-01-22,Wed,Premier League,Matchweek 24,Home,W 2–1,Tottenham,Norwich City,Y*,GK,90,2,1,1,100,0,1.1,1,1,0,0,Match Report,TRUE
Lloris,2020-01-25,Sat,FA Cup,Fourth round,Away,D 1–1,Tottenham,Southampton,Y*,GK,90,3,1,2,66.7,0,,0,0,0,0,Match Report,TRUE
Lloris,2020-02-02,Sun,Premier League,Matchweek 25,Home,W 2–0,Tottenham,Manchester City,Y*,GK,90,5,0,4,100,1,2,1,0,1,0,Match Report,TRUE
Lloris,2020-02-05,Wed,FA Cup,Fourth round,Home,W 3–2,Tottenham,Southampton,Y*,GK,90,7,2,5,71.4,0,,0,0,0,0,Match Report,TRUE
Lloris,2020-02-16,Sun,Premier League,Matchweek 26,Away,W 3–2,Tottenham,Aston Villa,Y*,GK,90,4,2,3,50,0,0.5,0,0,0,0,Match Report,TRUE
Lloris,2020-02-19,Wed,Champions Lg,Round of 16,Home,L 0–1,eng Tottenham,de RB Leipzig,Y*,GK,90,5,1,4,100,0,1.9,1,1,0,0,Match Report,TRUE
Lloris,2020-02-22,Sat,Premier League,Matchweek 27,Away,L 1–2,Tottenham,Chelsea,Y*,GK,90,7,2,5,71.4,0,2,0,0,0,0,Match Report,TRUE
Lloris,2020-03-07,Sat,Premier League,Matchweek 29,Away,D 1–1,Tottenham,Burnley,Y*,GK,90,7,1,6,85.7,0,2.5,0,0,0,0,Match Report,TRUE
Lloris,2020-03-10,Tue,Champions Lg,Round of 16,Away,L 0–3,eng Tottenham,de RB Leipzig,Y*,GK,90,5,3,2,40,0,1.9,0,0,0,0,Match Report,TRUE
Lloris,2020-06-19,Fri,Premier League,Matchweek 30,Home,D 1–1,Tottenham,Manchester Utd,Y*,GK,90,6,1,5,100,0,1.6,1,1,0,0,Match Report,TRUE
Lloris,2020-06-23,Tue,Premier League,Matchweek 31,Home,W 2–0,Tottenham,West Ham,Y*,GK,90,2,0,2,100,1,1.4,0,0,0,0,Match Report,TRUE
Lloris,2020-07-02,Thu,Premier League,Matchweek 32,Away,L 1–3,Tottenham,Sheffield Utd,Y*,GK,90,5,3,2,40,0,2.7,0,0,0,0,Match Report,TRUE
Lloris,2020-07-06,Mon,Premier League,Matchweek 33,Home,W 1–0,Tottenham,Everton,Y*,GK,90,3,0,3,100,1,0.2,0,0,0,0,Match Report,TRUE
Lloris,2020-07-09,Thu,Premier League,Matchweek 34,Away,D 0–0,Tottenham,Bournemouth,Y*,GK,90,2,0,2,100,1,0.8,0,0,0,0,Match Report,TRUE
Lloris,2020-07-12,Sun,Premier League,Matchweek 35,Home,W 2–1,Tottenham,Arsenal,Y*,GK,90,4,1,3,75,0,0.9,0,0,0,0,Match Report,TRUE
Lloris,2020-07-15,Wed,Premier League,Matchweek 36,Away,W 3–1,Tottenham,Newcastle Utd,Y*,GK,90,6,1,5,83.3,0,1.7,0,0,0,0,Match Report,TRUE
Lloris,2020-07-19,Sun,Premier League,Matchweek 37,Home,W 3–0,Tottenham,Leicester City,Y*,GK,90,6,0,6,100,1,1,0,0,0,0,Match Report,TRUE
Lloris,2020-07-26,Sun,Premier League,Matchweek 38,Away,D 1–1,Tottenham,Crystal Palace,Y*,GK,90,2,1,1,50,0,0.4,0,0,0,0,Match Report,TRUE
Martinez,2021-07-03,Sat,Copa América,Quarter-finals,Neutral,W 3–0,ar Argentina,ec Ecuador,Y,GK,90,2,0,2,100,1,0.5,0,0,0,0,Match Report,TRUE
Martinez,2021-07-06,Tue,Copa América,Semi-finals,Home,D 1 (3)–1 (2),ar Argentina,co Colombia,Y,GK,120,4,1,3,75,0,1,0,0,0,0,Match Report,TRUE
Martinez,2021-07-10,Sat,Copa América,Final,Neutral,W 1–0,ar Argentina,br Brazil,Y,GK,90,2,0,2,100,1,0,0,0,0,0,Match Report,TRUE
Martinez,2021-08-14,Sat,Premier League,Matchweek 1,Away,L 2–3,Aston Villa,Watford,Y,GK,90,7,3,4,57.1,0,1.6,0,0,0,0,Match Report,TRUE
Martinez,2021-08-21,Sat,Premier League,Matchweek 2,Home,W 2–0,Aston Villa,Newcastle Utd,Y,GK,90,1,0,1,100,1,0,0,0,0,0,Match Report,TRUE
Martinez,2021-08-28,Sat,Premier League,Matchweek 3,Home,D 1–1,Aston Villa,Brentford,Y,GK,90,2,1,1,50,0,1,0,0,0,0,Match Report,TRUE
Martinez,2021-09-02,Thu,WCQ,WCQ — CONMEBOL (M),Away,W 3–1,ar Argentina,ve Venezuela,Y,GK,90,2,1,2,100,0,,1,1,0,0,Match Report,TRUE
Martinez,2021-09-18,Sat,Premier League,Matchweek 5,Home,W 3–0,Aston Villa,Everton,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,Match Report,TRUE
Martinez,2021-09-25,Sat,Premier League,Matchweek 6,Away,W 1–0,Aston Villa,Manchester Utd,Y,GK,90,4,0,4,100,1,0.3,1,0,0,1,Match Report,TRUE
Martinez,2021-10-03,Sun,Premier League,Matchweek 7,Away,L 1–2,Aston Villa,Tottenham,Y,GK,90,7,2,6,71.4,0,2.1,0,0,0,0,Match Report,TRUE
Martinez,2021-10-07,Thu,WCQ,WCQ — CONMEBOL (M),Away,D 0–0,ar Argentina,py Paraguay,Y,GK,90,3,0,3,100,1,,0,0,0,0,Match Report,TRUE
Martinez,2021-10-10,Sun,WCQ,WCQ — CONMEBOL (M),Home,W 3–0,ar Argentina,uy Uruguay,Y,GK,90,6,0,6,100,1,,0,0,0,0,Match Report,TRUE
Martinez,2021-10-14,Thu,WCQ,WCQ — CONMEBOL (M),Home,W 1–0,ar Argentina,pe Peru,Y,GK,90,3,0,3,100,1,,1,0,0,1,Match Report,TRUE
Martinez,2021-10-16,Sat,Premier League,Matchweek 8,Home,L 2–3,Aston Villa,Wolves,Y,GK,90,4,3,1,25,0,1.7,0,0,0,0,Match Report,TRUE
Martinez,2021-10-22,Fri,Premier League,Matchweek 9,Away,L 1–3,Aston Villa,Arsenal,Y,GK,90,9,3,5,66.7,0,3,1,0,1,0,Match Report,TRUE
Martinez,2021-10-31,Sun,Premier League,Matchweek 10,Home,L 1–4,Aston Villa,West Ham,Y,GK,90,8,4,4,50,0,3.5,0,0,0,0,Match Report,TRUE
Martinez,2021-11-05,Fri,Premier League,Matchweek 11,Away,L 0–1,Aston Villa,Southampton,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,Match Report,TRUE
Martinez,2021-11-12,Fri,WCQ,WCQ — CONMEBOL (M),Away,W 1–0,ar Argentina,uy Uruguay,Y,GK,90,4,0,4,100,1,,0,0,0,0,Match Report,TRUE
Martinez,2021-11-16,Tue,WCQ,WCQ — CONMEBOL (M),Home,D 0–0,ar Argentina,br Brazil,Y,GK,90,2,0,2,100,1,,0,0,0,0,Match Report,TRUE
Martinez,2021-11-20,Sat,Premier League,Matchweek 12,Home,W 2–0,Aston Villa,Brighton,Y,GK,90,2,0,2,100,1,0.3,0,0,0,0,Match Report,TRUE
Martinez,2021-11-27,Sat,Premier League,Matchweek 13,Away,W 2–1,Aston Villa,Crystal Palace,Y,GK,90,3,1,2,66.7,0,1,0,0,0,0,Match Report,TRUE
Martinez,2021-12-01,Wed,Premier League,Matchweek 14,Home,L 1–2,Aston Villa,Manchester City,Y,GK,90,7,2,5,71.4,0,1.8,0,0,0,0,Match Report,TRUE
Martinez,2021-12-05,Sun,Premier League,Matchweek 15,Home,W 2–1,Aston Villa,Leicester City,Y,GK,90,4,1,3,75,0,1.7,0,0,0,0,Match Report,TRUE
Martinez,2021-12-11,Sat,Premier League,Matchweek 16,Away,L 0–1,Aston Villa,Liverpool,Y,GK,90,5,1,4,100,0,2.2,1,1,0,0,Match Report,TRUE
Martinez,2021-12-14,Tue,Premier League,Matchweek 17,Away,W 2–0,Aston Villa,Norwich City,Y,GK,90,3,0,3,100,1,0.2,0,0,0,0,Match Report,TRUE
Martinez,2021-12-26,Sun,Premier League,Matchweek 19,Home,L 1–3,Aston Villa,Chelsea,Y,GK,90,4,3,1,75,0,2.6,2,2,0,0,Match Report,TRUE
Martinez,2022-01-02,Sun,Premier League,Matchweek 21,Away,L 1–2,Aston Villa,Brentford,Y,GK,90,4,2,2,50,0,1,0,0,0,0,Match Report,TRUE
Martinez,2022-01-10,Mon,FA Cup,Third round proper,Away,L 0–1,Aston Villa,Manchester Utd,Y,GK,90,9,1,8,88.9,0,,0,0,0,0,Match Report,TRUE
Martinez,2022-01-15,Sat,Premier League,Matchweek 22,Home,D 2–2,Aston Villa,Manchester Utd,Y,GK,90,6,2,4,66.7,0,1.5,0,0,0,0,Match Report,TRUE
Martinez,2022-01-22,Sat,Premier League,Matchweek 23,Away,W 1–0,Aston Villa,Everton,Y,GK,90,0,0,0,,1,0,0,0,0,0,Match Report,TRUE
Martinez,2022-01-27,Thu,WCQ,WCQ — CONMEBOL (M),Away,W 2–1,ar Argentina,cl Chile,Y,GK,90,4,1,3,75,0,,0,0,0,0,Match Report,TRUE
Martinez,2022-02-01,Tue,WCQ,WCQ — CONMEBOL (M),Home,W 1–0,ar Argentina,co Colombia,Y,GK,90,1,0,1,100,1,,0,0,0,0,Match Report,TRUE
Martinez,2022-02-09,Wed,Premier League,Matchweek 24,Home,D 3–3,Aston Villa,Leeds United,Y,GK,90,7,3,4,57.1,0,2.1,0,0,0,0,Match Report,TRUE
Martinez,2022-02-13,Sun,Premier League,Matchweek 25,Away,L 0–1,Aston Villa,Newcastle Utd,Y,GK,90,2,1,1,50,0,0.1,0,0,0,0,Match Report,TRUE
Martinez,2022-02-19,Sat,Premier League,Matchweek 26,Home,L 0–1,Aston Villa,Watford,Y,GK,90,4,1,3,75,0,1.9,0,0,0,0,Match Report,TRUE
Martinez,2022-02-26,Sat,Premier League,Matchweek 27,Away,W 2–0,Aston Villa,Brighton,Y,GK,90,1,0,1,100,1,0.2,0,0,0,0,Match Report,TRUE
Martinez,2022-03-05,Sat,Premier League,Matchweek 28,Home,W 4–0,Aston Villa,Southampton,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,Match Report,TRUE
Martinez,2022-03-10,Thu,Premier League,Matchweek 20,Away,W 3–0,Aston Villa,Leeds United,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,Match Report,TRUE
Martinez,2022-03-13,Sun,Premier League,Matchweek 29,Away,L 1–2,Aston Villa,West Ham,Y,GK,90,4,2,2,50,0,1.1,0,0,0,0,Match Report,TRUE
Martinez,2022-03-19,Sat,Premier League,Matchweek 30,Home,L 0–1,Aston Villa,Arsenal,Y,GK,90,3,1,2,66.7,0,0.5,0,0,0,0,Match Report,TRUE
Martinez,2022-04-02,Sat,Premier League,Matchweek 31,Away,L 1–2,Aston Villa,Wolves,Y,GK,90,4,2,3,50,0,1,0,0,0,0,Match Report,TRUE
Martinez,2022-04-09,Sat,Premier League,Matchweek 32,Home,L 0–4,Aston Villa,Tottenham,Y,GK,90,5,4,1,20,0,1.9,0,0,0,0,Match Report,TRUE
Martinez,2022-04-23,Sat,Premier League,Matchweek 34,Away,D 0–0,Aston Villa,Leicester City,Y,GK,90,2,0,2,100,1,0.7,0,0,0,0,Match Report,TRUE
Martinez,2022-04-30,Sat,Premier League,Matchweek 35,Home,W 2–0,Aston Villa,Norwich City,Y,GK,90,3,0,3,100,1,0.5,0,0,0,0,Match Report,TRUE
Martinez,2022-05-07,Sat,Premier League,Matchweek 36,Away,W 3–1,Aston Villa,Burnley,Y,GK,90,6,1,5,83.3,0,1.6,0,0,0,0,Match Report,TRUE
Martinez,2022-05-10,Tue,Premier League,Matchweek 33,Home,L 1–2,Aston Villa,Liverpool,Y,GK,90,5,2,3,60,0,1.1,0,0,0,0,Match Report,TRUE
Martinez,2022-05-15,Sun,Premier League,Matchweek 37,Home,D 1–1,Aston Villa,Crystal Palace,Y,GK,90,4,1,3,75,0,1.5,0,0,0,0,Match Report,TRUE
Martinez,2022-05-19,Thu,Premier League,Matchweek 18,Home,D 1–1,Aston Villa,Burnley,Y,GK,90,4,1,3,100,0,1.6,1,1,0,0,Match Report,TRUE
Alisson,2021-08-14,Sat,Premier League,Matchweek 1,Away,W 3–0,Liverpool,Norwich City,Y,GK,90,3,0,3,100,1,1.1,0,0,0,0,Match Report,TRUE
Alisson,2021-08-21,Sat,Premier League,Matchweek 2,Home,W 2–0,Liverpool,Burnley,Y,GK,90,3,0,3,100,1,0.6,0,0,0,0,Match Report,TRUE
Alisson,2021-08-28,Sat,Premier League,Matchweek 3,Home,D 1–1,Liverpool,Chelsea,Y,GK,90,3,1,2,66.7,0,0.4,0,0,0,0,Match Report,TRUE
Alisson,2021-09-12,Sun,Premier League,Matchweek 4,Away,W 3–0,Liverpool,Leeds United,Y,GK,90,4,0,4,100,1,0.5,0,0,0,0,Match Report,TRUE
Alisson,2021-09-15,Wed,Champions Lg,Group stage,Home,W 3–2,eng Liverpool,it Milan,Y,GK,90,3,2,1,33.3,0,2,0,0,0,0,Match Report,TRUE
Alisson,2021-09-18,Sat,Premier League,Matchweek 5,Home,W 3–0,Liverpool,Crystal Palace,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,Match Report,TRUE
Alisson,2021-09-25,Sat,Premier League,Matchweek 6,Away,D 3–3,Liverpool,Brentford,Y,GK,90,3,3,0,0,0,2.1,0,0,0,0,Match Report,TRUE
Alisson,2021-09-28,Tue,Champions Lg,Group stage,Away,W 5–1,eng Liverpool,pt Porto,Y,GK,90,3,1,2,66.7,0,1.7,0,0,0,0,Match Report,TRUE
Alisson,2021-10-03,Sun,Premier League,Matchweek 7,Home,D 2–2,Liverpool,Manchester City,Y,GK,90,3,2,1,33.3,0,1.3,0,0,0,0,Match Report,TRUE
Alisson,2021-10-07,Thu,WCQ,WCQ — CONMEBOL (M),Away,W 3–1,br Brazil,ve Venezuela,Y,GK,90,4,1,3,75,0,,0,0,0,0,Match Report,TRUE
Alisson,2021-10-10,Sun,WCQ,WCQ — CONMEBOL (M),Away,D 0–0,br Brazil,co Colombia,Y,GK,90,4,0,4,100,1,,0,0,0,0,Match Report,TRUE
Alisson,2021-10-19,Tue,Champions Lg,Group stage,Away,W 3–2,eng Liverpool,es Atlético Madrid,Y,GK,90,5,2,3,60,0,2.9,0,0,0,0,Match Report,TRUE
Alisson,2021-10-24,Sun,Premier League,Matchweek 9,Away,W 5–0,Liverpool,Manchester Utd,Y,GK,90,3,0,3,100,1,0.9,0,0,0,0,Match Report,TRUE
Alisson,2021-10-30,Sat,Premier League,Matchweek 10,Home,D 2–2,Liverpool,Brighton,Y,GK,90,6,2,4,66.7,0,1.5,0,0,0,0,Match Report,TRUE
Alisson,2021-11-03,Wed,Champions Lg,Group stage,Home,W 2–0,eng Liverpool,es Atlético Madrid,Y,GK,90,0,0,0,,1,0,0,0,0,0,Match Report,TRUE
Alisson,2021-11-07,Sun,Premier League,Matchweek 11,Away,L 2–3,Liverpool,West Ham,Y,GK,90,3,3,1,0,0,1.1,0,0,0,0,Match Report,TRUE
Alisson,2021-11-11,Thu,WCQ,WCQ — CONMEBOL (M),Home,W 1–0,br Brazil,co Colombia,Y,GK,90,1,0,1,100,1,,0,0,0,0,Match Report,TRUE
Alisson,2021-11-16,Tue,WCQ,WCQ — CONMEBOL (M),Away,D 0–0,br Brazil,ar Argentina,Y,GK,90,3,0,3,100,1,,0,0,0,0,Match Report,TRUE
Alisson,2021-11-20,Sat,Premier League,Matchweek 12,Home,W 4–0,Liverpool,Arsenal,Y,GK,90,3,0,3,100,1,0.4,0,0,0,0,Match Report,TRUE
Alisson,2021-11-24,Wed,Champions Lg,Group stage,Home,W 2–0,eng Liverpool,pt Porto,Y*,GK,90,1,0,1,100,1,0.1,0,0,0,0,Match Report,TRUE
Alisson,2021-11-27,Sat,Premier League,Matchweek 13,Home,W 4–0,Liverpool,Southampton,Y,GK,90,3,0,3,100,1,1.4,0,0,0,0,Match Report,TRUE
Alisson,2021-12-01,Wed,Premier League,Matchweek 14,Away,W 4–1,Liverpool,Everton,Y,GK,90,2,1,1,50,0,0.1,0,0,0,0,Match Report,TRUE
Alisson,2021-12-04,Sat,Premier League,Matchweek 15,Away,W 1–0,Liverpool,Wolves,Y,GK,90,1,0,1,100,1,0.3,0,0,0,0,Match Report,TRUE
Alisson,2021-12-07,Tue,Champions Lg,Group stage,Away,W 2–1,eng Liverpool,it Milan,Y*,GK,90,3,1,2,66.7,0,1.5,0,0,0,0,Match Report,TRUE
Alisson,2021-12-11,Sat,Premier League,Matchweek 16,Home,W 1–0,Liverpool,Aston Villa,Y,GK,90,0,0,0,,1,0,0,0,0,0,Match Report,TRUE
Alisson,2021-12-16,Thu,Premier League,Matchweek 17,Home,W 3–1,Liverpool,Newcastle Utd,Y,GK,90,3,1,2,66.7,0,0.6,0,0,0,0,Match Report,TRUE
Alisson,2021-12-19,Sun,Premier League,Matchweek 18,Away,D 2–2,Liverpool,Tottenham,Y,GK,90,5,2,3,60,0,2.1,0,0,0,0,Match Report,TRUE
Alisson,2021-12-28,Tue,Premier League,Matchweek 20,Away,L 0–1,Liverpool,Leicester City,Y,GK,90,1,1,0,0,0,0.1,0,0,0,0,Match Report,TRUE
Alisson,2022-01-13,Thu,EFL Cup,Semi-finals,Home,D 0–0,Liverpool,Arsenal,Y,GK,90,1,0,1,100,1,,0,0,0,0,Match Report,TRUE
Alisson,2022-01-16,Sun,Premier League,Matchweek 22,Home,W 3–0,Liverpool,Brentford,Y,GK,90,1,0,1,100,1,0.2,0,0,0,0,Match Report,TRUE
Alisson,2022-01-23,Sun,Premier League,Matchweek 23,Away,W 3–1,Liverpool,Crystal Palace,Y,GK,90,5,1,4,80,0,1.2,0,0,0,0,Match Report,TRUE
Alisson,2022-01-27,Thu,WCQ,WCQ — CONMEBOL (M),Away,D 1–1,br Brazil,ec Ecuador,Y,GK,90,1,1,0,0,0,,0,0,0,0,Match Report,TRUE
Alisson,2022-02-10,Thu,Premier League,Matchweek 24,Home,W 2–0,Liverpool,Leicester City,Y,GK,90,1,0,1,100,1,0.6,0,0,0,0,Match Report,TRUE
Alisson,2022-02-13,Sun,Premier League,Matchweek 25,Away,W 1–0,Liverpool,Burnley,Y,GK,90,5,0,5,100,1,0.6,0,0,0,0,Match Report,TRUE
Alisson,2022-02-16,Wed,Champions Lg,Round of 16,Away,W 2–0,eng Liverpool,it Inter,Y,GK,90,0,0,0,,1,0,0,0,0,0,Match Report,TRUE
Alisson,2022-02-19,Sat,Premier League,Matchweek 26,Home,W 3–1,Liverpool,Norwich City,Y,GK,90,1,1,0,0,0,0.4,0,0,0,0,Match Report,TRUE
Alisson,2022-02-23,Wed,Premier League,Matchweek 19,Home,W 6–0,Liverpool,Leeds United,Y,GK,90,2,0,2,100,1,0.1,0,0,0,0,Match Report,TRUE
Alisson,2022-03-02,Wed,FA Cup,Fifth round proper,Home,W 2–1,Liverpool,Norwich City,Y,GK,90,2,1,1,50,0,,0,0,0,0,Match Report,TRUE
Alisson,2022-03-05,Sat,Premier League,Matchweek 28,Home,W 1–0,Liverpool,West Ham,Y,GK,90,4,0,4,100,1,0.9,0,0,0,0,Match Report,TRUE
Alisson,2022-03-08,Tue,Champions Lg,Round of 16,Home,L 0–1,eng Liverpool,it Inter,Y,GK,90,3,1,2,66.7,0,0.8,0,0,0,0,Match Report,TRUE
Alisson,2022-03-12,Sat,Premier League,Matchweek 29,Away,W 2–0,Liverpool,Brighton,Y,GK,90,3,0,3,100,1,0.3,0,0,0,0,Match Report,TRUE
Alisson,2022-03-16,Wed,Premier League,Matchweek 27,Away,W 2–0,Liverpool,Arsenal,Y,GK,90,2,0,2,100,1,0.3,0,0,0,0,Match Report,TRUE
Alisson,2022-03-20,Sun,FA Cup,Quarter-finals,Away,W 1–0,Liverpool,Nott'ham Forest,Y,GK,90,1,0,1,100,1,,0,0,0,0,Match Report,TRUE
Alisson,2022-03-24,Thu,WCQ,WCQ — CONMEBOL (M),Home,W 4–0,br Brazil,cl Chile,Y,GK,90,2,0,2,100,1,,0,0,0,0,Match Report,TRUE
Alisson,2022-03-29,Tue,WCQ,WCQ — CONMEBOL (M),Away,W 4–0,br Brazil,bo Bolivia,Y,GK,90,6,0,6,100,1,,0,0,0,0,Match Report,TRUE
Alisson,2022-04-02,Sat,Premier League,Matchweek 31,Home,W 2–0,Liverpool,Watford,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,Match Report,TRUE
Alisson,2022-04-05,Tue,Champions Lg,Quarter-finals,Away,W 3–1,eng Liverpool,pt Benfica,Y,GK,90,3,1,2,66.7,0,1,0,0,0,0,Match Report,TRUE
Alisson,2022-04-10,Sun,Premier League,Matchweek 32,Away,D 2–2,Liverpool,Manchester City,Y,GK,90,4,2,2,50,0,0.9,0,0,0,0,Match Report,TRUE
Alisson,2022-04-13,Wed,Champions Lg,Quarter-finals,Home,D 3–3,eng Liverpool,pt Benfica,Y,GK,90,4,3,1,25,0,2.6,0,0,0,0,Match Report,TRUE
Alisson,2022-04-16,Sat,FA Cup,Semi-finals,Away,W 3–2,Liverpool,Manchester City,Y,GK,90,6,2,4,66.7,0,,0,0,0,0,Match Report,TRUE
Alisson,2022-04-19,Tue,Premier League,Matchweek 30,Home,W 4–0,Liverpool,Manchester Utd,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,Match Report,TRUE
Alisson,2022-04-24,Sun,Premier League,Matchweek 34,Home,W 2–0,Liverpool,Everton,Y,GK,90,1,0,1,100,1,0.1,0,0,0,0,Match Report,TRUE
Alisson,2022-04-27,Wed,Champions Lg,Semi-finals,Home,W 2–0,eng Liverpool,es Villarreal,Y,GK,90,0,0,0,,1,0,0,0,0,0,Match Report,TRUE
Alisson,2022-04-30,Sat,Premier League,Matchweek 35,Away,W 1–0,Liverpool,Newcastle Utd,Y,GK,90,2,0,2,100,1,0.2,0,0,0,0,Match Report,TRUE
Alisson,2022-05-03,Tue,Champions Lg,Semi-finals,Away,W 3–2,eng Liverpool,es Villarreal,Y,GK,90,2,2,0,0,0,1.6,0,0,0,0,Match Report,TRUE
Alisson,2022-05-07,Sat,Premier League,Matchweek 36,Home,D 1–1,Liverpool,Tottenham,Y,GK,90,3,1,2,66.7,0,0.7,0,0,0,0,Match Report,TRUE
Alisson,2022-05-10,Tue,Premier League,Matchweek 33,Away,W 2–1,Liverpool,Aston Villa,Y,GK,90,4,1,3,75,0,1,0,0,0,0,Match Report,TRUE
